date,site,pxct,pxin,pxna,toha,inha,drha,naha
1988-01-14,Main Lake Central,358338,42,0,32250.42,3.78,32246.64,0
1988-02-15,Main Lake Central,358338,1004,0,32250.42,90.36,32160.06,0
1988-03-02,Main Lake Central,358338,139,0,32250.42,12.51,32237.91,0
1988-04-03,Main Lake Central,358338,128,0,32250.42,11.52,32238.9,0
1988-04-19,Main Lake Central,358338,14,0,32250.42,1.26,32249.16,0
1988-05-05,Main Lake Central,358338,158872,0,32250.42,14298.48,17951.94,0
1988-06-06,Main Lake Central,358338,129068,81,32250.42,11616.12,20627.01,7.29
1988-06-22,Main Lake Central,358338,102883,53,32250.42,9259.47,22986.18,4.77
1988-07-24,Main Lake Central,358338,24671,0,32250.42,2220.39,30030.03,0
1988-08-09,Main Lake Central,358338,4335,0,32250.42,390.15,31860.27,0
1988-08-25,Main Lake Central,358338,472,0,32250.42,42.48,32207.94,0
1988-09-10,Main Lake Central,358338,39,1,32250.42,3.51,32246.82,0.09
1988-09-26,Main Lake Central,358338,81,0,32250.42,7.29,32243.13,0
1988-10-12,Main Lake Central,358338,86,0,32250.42,7.74,32242.68,0
1988-12-15,Main Lake Central,358338,69,0,32250.42,6.21,32244.21,0
1989-02-01,Main Lake Central,358338,23,0,32250.42,2.07,32248.35,0
1989-02-17,Main Lake Central,358338,13,0,32250.42,1.17,32249.25,0
1989-03-21,Main Lake Central,358338,79,0,32250.42,7.11,32243.31,0
1989-04-06,Main Lake Central,358338,23,0,32250.42,2.07,32248.35,0
1989-05-08,Main Lake Central,358338,2181,1,32250.42,196.29,32054.04,0.09
1989-06-09,Main Lake Central,358338,639,0,32250.42,57.51,32192.91,0
1989-06-25,Main Lake Central,358338,62256,40,32250.42,5603.04,26643.78,3.6
1989-07-11,Main Lake Central,358338,40288,19,32250.42,3625.92,28622.79,1.71
1989-07-27,Main Lake Central,358338,21498,0,32250.42,1934.82,30315.6,0
1989-08-12,Main Lake Central,358338,2631,0,32250.42,236.79,32013.63,0
1989-08-28,Main Lake Central,358338,566,0,32250.42,50.94,32199.48,0
1989-09-13,Main Lake Central,358338,100,0,32250.42,9,32241.42,0
1989-10-15,Main Lake Central,358338,1,0,32250.42,0.09,32250.33,0
1989-12-02,Main Lake Central,358338,363,0,32250.42,32.67,32217.75,0
1990-02-20,Main Lake Central,358338,7750,0,32250.42,697.5,31552.92,0
1990-03-08,Main Lake Central,358338,935,0,32250.42,84.15,32166.27,0
1990-03-24,Main Lake Central,358338,89,0,32250.42,8.01,32242.41,0
1990-05-11,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1990-06-12,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1990-07-30,Main Lake Central,358338,1,0,32250.42,0.09,32250.33,0
1990-08-15,Main Lake Central,358338,1,0,32250.42,0.09,32250.33,0
1990-08-31,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1990-09-16,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1990-11-03,Main Lake Central,358338,2,0,32250.42,0.18,32250.24,0
1990-12-21,Main Lake Central,358338,5,0,32250.42,0.45,32249.97,0
1991-01-06,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1991-02-23,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1991-03-11,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1991-04-12,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1991-05-14,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1991-06-15,Main Lake Central,358338,197272,111,32250.42,17754.48,14485.95,9.99
1991-07-01,Main Lake Central,358338,173500,114,32250.42,15615,16625.16,10.26
1991-07-17,Main Lake Central,358338,152364,69,32250.42,13712.76,18531.45,6.21
1991-08-18,Main Lake Central,358338,104621,0,32250.42,9415.89,22834.53,0
1991-09-03,Main Lake Central,358338,51933,0,32250.42,4673.97,27576.45,0
1991-09-19,Main Lake Central,358338,21440,0,32250.42,1929.6,30320.82,0
1991-10-05,Main Lake Central,358338,2154,0,32250.42,193.86,32056.56,0
1991-10-21,Main Lake Central,358338,417,0,32250.42,37.53,32212.89,0
1991-11-06,Main Lake Central,358338,72,0,32250.42,6.48,32243.94,0
1991-12-08,Main Lake Central,358338,8,0,32250.42,0.72,32249.7,0
1992-01-09,Main Lake Central,358338,3,0,32250.42,0.27,32250.15,0
1992-02-10,Main Lake Central,358338,1001,0,32250.42,90.09,32160.33,0
1992-02-26,Main Lake Central,358338,177,0,32250.42,15.93,32234.49,0
1992-04-14,Main Lake Central,358338,241043,0,32250.42,21693.87,10556.55,0
1992-05-16,Main Lake Central,358338,289997,0,32250.42,26099.73,6150.69,0
1992-07-19,Main Lake Central,358338,290123,77,32250.42,26111.07,6132.42,6.93
1992-08-04,Main Lake Central,358338,286389,0,32250.42,25775.01,6475.41,0
1992-08-20,Main Lake Central,358338,281441,0,32250.42,25329.69,6920.73,0
1992-10-23,Main Lake Central,358338,217299,0,32250.42,19556.91,12693.51,0
1992-11-08,Main Lake Central,358338,181182,0,32250.42,16306.38,15944.04,0
1992-11-24,Main Lake Central,358338,124747,0,32250.42,11227.23,21023.19,0
1993-01-11,Main Lake Central,358338,28349,0,32250.42,2551.41,29699.01,0
1993-01-27,Main Lake Central,358338,8537,0,32250.42,768.33,31482.09,0
1993-02-12,Main Lake Central,358338,53736,0,32250.42,4836.24,27414.18,0
1993-02-28,Main Lake Central,358338,9741,0,32250.42,876.69,31373.73,0
1993-04-01,Main Lake Central,358338,557,0,32250.42,50.13,32200.29,0
1993-04-17,Main Lake Central,358338,3571,0,32250.42,321.39,31929.03,0
1993-05-03,Main Lake Central,358338,259002,0,32250.42,23310.18,8940.24,0
1993-06-04,Main Lake Central,358338,59711,12,32250.42,5373.99,26875.35,1.08
1993-08-23,Main Lake Central,358338,6033,0,32250.42,542.97,31707.45,0
1993-09-08,Main Lake Central,358338,202,0,32250.42,18.18,32232.24,0
1993-10-26,Main Lake Central,358338,64,0,32250.42,5.76,32244.66,0
1993-11-11,Main Lake Central,358338,49,0,32250.42,4.41,32246.01,0
1993-11-27,Main Lake Central,358338,45,0,32250.42,4.05,32246.37,0
1994-01-30,Main Lake Central,358338,52,0,32250.42,4.68,32245.74,0
1994-03-03,Main Lake Central,358338,113677,0,32250.42,10230.93,22019.49,0
1994-03-19,Main Lake Central,358338,2651,0,32250.42,238.59,32011.83,0
1994-04-20,Main Lake Central,358338,624,0,32250.42,56.16,32194.26,0
1994-05-06,Main Lake Central,358338,44,0,32250.42,3.96,32246.46,0
1994-05-22,Main Lake Central,358338,9,0,32250.42,0.81,32249.61,0
1994-06-07,Main Lake Central,358338,9,0,32250.42,0.81,32249.61,0
1994-06-23,Main Lake Central,358338,11,0,32250.42,0.99,32249.43,0
1994-07-25,Main Lake Central,358338,7,0,32250.42,0.63,32249.79,0
1994-08-10,Main Lake Central,358338,7,0,32250.42,0.63,32249.79,0
1994-08-26,Main Lake Central,358338,6,0,32250.42,0.54,32249.88,0
1994-09-11,Main Lake Central,358338,6,0,32250.42,0.54,32249.88,0
1994-10-13,Main Lake Central,358338,11,0,32250.42,0.99,32249.43,0
1994-11-14,Main Lake Central,358338,4,0,32250.42,0.36,32250.06,0
1994-11-30,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
1995-01-17,Main Lake Central,358338,21386,0,32250.42,1924.74,30325.68,0
1995-05-09,Main Lake Central,358338,297666,52,32250.42,26789.94,5455.8,4.68
1995-06-26,Main Lake Central,358338,288950,1126,32250.42,26005.5,6143.58,101.34
1995-08-29,Main Lake Central,358338,251350,2,32250.42,22621.5,9628.74,0.18
1995-09-30,Main Lake Central,358338,197357,0,32250.42,17762.13,14488.29,0
1995-10-16,Main Lake Central,358338,163362,0,32250.42,14702.58,17547.84,0
1996-01-20,Main Lake Central,358338,43559,0,32250.42,3920.31,28330.11,0
1996-02-21,Main Lake Central,358338,288,0,32250.42,25.92,32224.5,0
1996-04-09,Main Lake Central,358338,43025,0,32250.42,3872.25,28378.17,0
1996-04-25,Main Lake Central,358338,22955,0,32250.42,2065.95,30184.47,0
1996-07-30,Main Lake Central,358338,603,0,32250.42,54.27,32196.15,0
1996-08-15,Main Lake Central,358338,1643,0,32250.42,147.87,32102.55,0
1996-08-31,Main Lake Central,358338,229,0,32250.42,20.61,32229.81,0
1996-09-16,Main Lake Central,358338,122,0,32250.42,10.98,32239.44,0
1996-10-18,Main Lake Central,358338,46,0,32250.42,4.14,32246.28,0
1996-11-03,Main Lake Central,358338,33,0,32250.42,2.97,32247.45,0
1996-11-19,Main Lake Central,358338,15,0,32250.42,1.35,32249.07,0
1996-12-05,Main Lake Central,358338,19,0,32250.42,1.71,32248.71,0
1997-01-06,Main Lake Central,358338,30,0,32250.42,2.7,32247.72,0
1997-01-22,Main Lake Central,358338,54087,0,32250.42,4867.83,27382.59,0
1997-02-23,Main Lake Central,358338,227285,0,32250.42,20455.65,11794.77,0
1997-03-11,Main Lake Central,358338,171301,0,32250.42,15417.09,16833.33,0
1997-03-27,Main Lake Central,358338,139066,0,32250.42,12515.94,19734.48,0
1997-05-30,Main Lake Central,358338,159146,20,32250.42,14323.14,17925.48,1.8
1997-07-01,Main Lake Central,358338,136027,221,32250.42,12242.43,19988.1,19.89
1997-07-17,Main Lake Central,358338,118269,138,32250.42,10644.21,21593.79,12.42
1997-09-03,Main Lake Central,358338,123596,0,32250.42,11123.64,21126.78,0
1997-10-05,Main Lake Central,358338,14168,0,32250.42,1275.12,30975.3,0
1997-11-22,Main Lake Central,358338,2056,0,32250.42,185.04,32065.38,0
1997-12-08,Main Lake Central,358338,2082,0,32250.42,187.38,32063.04,0
1997-12-24,Main Lake Central,358338,3505,0,32250.42,315.45,31934.97,0
1998-01-09,Main Lake Central,358338,6279,0,32250.42,565.11,31685.31,0
1998-01-25,Main Lake Central,358338,7251,0,32250.42,652.59,31597.83,0
1998-02-10,Main Lake Central,358338,125,0,32250.42,11.25,32239.17,0
1998-03-30,Main Lake Central,358338,91,0,32250.42,8.19,32242.23,0
1998-05-17,Main Lake Central,358338,19564,0,32250.42,1760.76,30489.66,0
1998-07-20,Main Lake Central,358338,134924,10,32250.42,12143.16,20106.36,0.9
1998-08-21,Main Lake Central,358338,48510,0,32250.42,4365.9,27884.52,0
1998-09-06,Main Lake Central,358338,49437,0,32250.42,4449.33,27801.09,0
1998-09-22,Main Lake Central,358338,4789,0,32250.42,431.01,31819.41,0
1998-10-08,Main Lake Central,358338,2332,0,32250.42,209.88,32040.54,0
1998-10-24,Main Lake Central,358338,703,0,32250.42,63.27,32187.15,0
1998-11-09,Main Lake Central,358338,338,0,32250.42,30.42,32220,0
1998-11-25,Main Lake Central,358338,251,0,32250.42,22.59,32227.83,0
1998-12-27,Main Lake Central,358338,16909,0,32250.42,1521.81,30728.61,0
1999-01-12,Main Lake Central,358338,205476,0,32250.42,18492.84,13757.58,0
1999-01-28,Main Lake Central,358338,49459,0,32250.42,4451.31,27799.11,0
1999-03-01,Main Lake Central,358338,218703,0,32250.42,19683.27,12567.15,0
1999-04-18,Main Lake Central,358338,218873,15,32250.42,19698.57,12550.5,1.35
1999-06-05,Main Lake Central,358338,230453,32,32250.42,20740.77,11506.77,2.88
1999-06-21,Main Lake Central,358338,198088,253,32250.42,17827.92,14399.73,22.77
1999-07-15,Main Lake Central,358338,158431,5,32250.42,14258.79,17991.18,0.45
1999-07-23,Main Lake Central,358338,198930,15,32250.42,17903.7,14345.37,1.35
1999-08-08,Main Lake Central,358338,156480,4,32250.42,14083.2,18166.86,0.36
1999-08-16,Main Lake Central,358338,133246,1,32250.42,11992.14,20258.19,0.09
1999-08-24,Main Lake Central,358338,130725,0,32250.42,11765.25,20485.17,0
1999-09-17,Main Lake Central,358338,84848,1,32250.42,7636.32,24614.01,0.09
1999-10-03,Main Lake Central,358338,69956,0,32250.42,6296.04,25954.38,0
1999-10-19,Main Lake Central,358338,98880,0,32250.42,8899.2,23351.22,0
1999-11-20,Main Lake Central,358338,159290,0,32250.42,14336.1,17914.32,0
2000-04-12,Main Lake Central,358338,272589,7,32250.42,24533.01,7716.78,0.63
2000-05-14,Main Lake Central,358338,263230,2,32250.42,23690.7,8559.54,0.18
2000-05-30,Main Lake Central,358338,246180,2,32250.42,22156.2,10094.04,0.18
2000-06-15,Main Lake Central,358338,202661,13,32250.42,18239.49,14009.76,1.17
2000-07-01,Main Lake Central,358338,214555,13,32250.42,19309.95,12939.3,1.17
2000-08-02,Main Lake Central,358338,177400,5,32250.42,15966,16283.97,0.45
2000-08-18,Main Lake Central,358338,188664,5,32250.42,16979.76,15270.21,0.45
2000-10-21,Main Lake Central,358338,97652,0,32250.42,8788.68,23461.74,0
2000-11-06,Main Lake Central,358338,61265,0,32250.42,5513.85,26736.57,0
2000-12-24,Main Lake Central,358338,22462,0,32250.42,2021.58,30228.84,0
2001-02-26,Main Lake Central,358338,273875,1,32250.42,24648.75,7601.58,0.09
2001-03-14,Main Lake Central,358338,251852,3,32250.42,22666.68,9583.47,0.27
2001-04-15,Main Lake Central,358338,157034,2,32250.42,14133.06,18117.18,0.18
2001-05-17,Main Lake Central,358338,234825,3,32250.42,21134.25,11115.9,0.27
2001-07-04,Main Lake Central,358338,189552,5,32250.42,17059.68,15190.29,0.45
2001-08-05,Main Lake Central,358338,166796,4,32250.42,15011.64,17238.42,0.36
2001-08-21,Main Lake Central,358338,135091,0,32250.42,12158.19,20092.23,0
2001-09-06,Main Lake Central,358338,106773,0,32250.42,9609.57,22640.85,0
2001-10-24,Main Lake Central,358338,121571,1,32250.42,10941.39,21308.94,0.09
2001-11-09,Main Lake Central,358338,103632,0,32250.42,9326.88,22923.54,0
2001-11-25,Main Lake Central,358338,46213,0,32250.42,4159.17,28091.25,0
2002-05-04,Main Lake Central,358338,268810,4,32250.42,24192.9,8057.16,0.36
2002-06-21,Main Lake Central,358338,256231,12,32250.42,23060.79,9188.55,1.08
2002-07-07,Main Lake Central,358338,223050,10,32250.42,20074.5,12175.02,0.9
2002-07-23,Main Lake Central,358338,206367,5,32250.42,18573.03,13676.94,0.45
2002-08-08,Main Lake Central,358338,199391,4,32250.42,17945.19,14304.87,0.36
2002-08-24,Main Lake Central,358338,181711,1,32250.42,16353.99,15896.34,0.09
2002-09-25,Main Lake Central,358338,137813,1,32250.42,12403.17,19847.16,0.09
2002-10-11,Main Lake Central,358338,129094,0,32250.42,11618.46,20631.96,0
2002-11-12,Main Lake Central,358338,34163,0,32250.42,3074.67,29175.75,0
2002-11-28,Main Lake Central,358338,54801,0,32250.42,4932.09,27318.33,0
2002-12-14,Main Lake Central,358338,24984,0,32250.42,2248.56,30001.86,0
2002-12-30,Main Lake Central,358338,139347,0,32250.42,12541.23,19709.19,0
2003-01-31,Main Lake Central,358338,208047,0,32250.42,18724.23,13526.19,0
2003-04-21,Main Lake Central,358338,268670,4,32250.42,24180.3,8069.76,0.36
2003-05-07,Main Lake Central,358338,260436,2,32250.42,23439.24,8811,0.18
2003-05-23,Main Lake Central,358338,257276,3,32250.42,23154.84,9095.31,0.27
2003-07-02,Main Lake Central,358338,217662,333,32250.42,19589.58,12630.87,29.97
2003-07-18,Main Lake Central,358338,211293,10,32250.42,19016.37,13233.15,0.9
2003-07-26,Main Lake Central,358338,198185,11677,32250.42,17836.65,13362.84,1050.93
2003-08-03,Main Lake Central,358338,179429,2,32250.42,16148.61,16101.63,0.18
2003-08-27,Main Lake Central,358338,183179,10554,32250.42,16486.11,14814.45,949.86
2003-09-04,Main Lake Central,358338,157880,0,32250.42,14209.2,18041.22,0
2003-09-20,Main Lake Central,358338,142314,0,32250.42,12808.26,19442.16,0
2003-10-06,Main Lake Central,358338,109141,0,32250.42,9822.69,22427.73,0
2003-10-14,Main Lake Central,358338,88637,8714,32250.42,7977.33,23488.83,784.26
2003-12-01,Main Lake Central,358338,40769,8316,32250.42,3669.21,27832.77,748.44
2003-12-17,Main Lake Central,358338,25898,8495,32250.42,2330.82,29155.05,764.55
2003-12-25,Main Lake Central,358338,20818,0,32250.42,1873.62,30376.8,0
2004-01-10,Main Lake Central,358338,10877,0,32250.42,978.93,31271.49,0
2004-01-26,Main Lake Central,358338,11546,0,32250.42,1039.14,31211.28,0
2004-02-03,Main Lake Central,358338,6917,9567,32250.42,622.53,30766.86,861.03
2004-02-11,Main Lake Central,358338,7877,0,32250.42,708.93,31541.49,0
2004-03-14,Main Lake Central,358338,4772,0,32250.42,429.48,31820.94,0
2004-03-22,Main Lake Central,358338,3517,8914,32250.42,316.53,31131.63,802.26
2004-04-15,Main Lake Central,358338,225307,0,32250.42,20277.63,11972.79,0
2004-05-01,Main Lake Central,358338,176826,5,32250.42,15914.34,16335.63,0.45
2004-05-09,Main Lake Central,358338,135814,10826,32250.42,12223.26,19052.82,974.34
2004-06-18,Main Lake Central,358338,96574,5,32250.42,8691.66,23558.31,0.45
2004-06-26,Main Lake Central,358338,102090,12263,32250.42,9188.1,21958.65,1103.67
2004-07-04,Main Lake Central,358338,81773,7,32250.42,7359.57,24890.22,0.63
2004-07-20,Main Lake Central,358338,66892,5,32250.42,6020.28,26229.69,0.45
2004-08-05,Main Lake Central,358338,39440,3,32250.42,3549.6,28700.55,0.27
2004-08-13,Main Lake Central,358338,27961,13135,32250.42,2516.49,28551.78,1182.15
2004-08-21,Main Lake Central,358338,18312,0,32250.42,1648.08,30602.34,0
2004-08-29,Main Lake Central,358338,17795,11716,32250.42,1601.55,29594.43,1054.44
2004-09-22,Main Lake Central,358338,6103,0,32250.42,549.27,31701.15,0
2004-09-30,Main Lake Central,358338,6678,10154,32250.42,601.02,30735.54,913.86
2004-10-08,Main Lake Central,358338,5585,0,32250.42,502.65,31747.77,0
2004-10-16,Main Lake Central,358338,3283,8924,32250.42,295.47,31151.79,803.16
2004-10-24,Main Lake Central,358338,2845,0,32250.42,256.05,31994.37,0
2004-11-17,Main Lake Central,358338,1585,9622,32250.42,142.65,31241.79,865.98
2004-11-25,Main Lake Central,358338,862,0,32250.42,77.58,32172.84,0
2004-12-03,Main Lake Central,358338,1579,8920,32250.42,142.11,31305.51,802.8
2004-12-11,Main Lake Central,358338,1395,0,32250.42,125.55,32124.87,0
2004-12-19,Main Lake Central,358338,1267,9363,32250.42,114.03,31293.72,842.67
2005-01-04,Main Lake Central,358338,2686,9679,32250.42,241.74,31137.57,871.11
2005-01-12,Main Lake Central,358338,2025,0,32250.42,182.25,32068.17,0
2005-01-28,Main Lake Central,358338,730,0,32250.42,65.7,32184.72,0
2005-02-05,Main Lake Central,358338,120,11819,32250.42,10.8,31175.91,1063.71
2005-02-13,Main Lake Central,358338,394,0,32250.42,35.46,32214.96,0
2005-02-21,Main Lake Central,358338,75,10000,32250.42,6.75,31343.67,900
2005-03-17,Main Lake Central,358338,145,0,32250.42,13.05,32237.37,0
2005-03-25,Main Lake Central,358338,43,10973,32250.42,3.87,31258.98,987.57
2005-04-10,Main Lake Central,358338,39,13867,32250.42,3.51,30998.88,1248.03
2005-04-18,Main Lake Central,358338,136,0,32250.42,12.24,32238.18,0
2005-04-26,Main Lake Central,358338,39,15728,32250.42,3.51,30831.39,1415.52
2005-05-28,Main Lake Central,358338,0,12804,32250.42,0,31098.06,1152.36
2005-06-05,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
2005-06-21,Main Lake Central,358338,0,0,32250.42,0,32250.42,0
2005-07-15,Main Lake Central,358338,112051,13154,32250.42,10084.59,20981.97,1183.86
2005-07-23,Main Lake Central,358338,15295,0,32250.42,1376.55,30873.87,0
2005-07-31,Main Lake Central,358338,14170,11941,32250.42,1275.3,29900.43,1074.69
2005-08-08,Main Lake Central,358338,5846,0,32250.42,526.14,31724.28,0
2005-09-01,Main Lake Central,358338,28,13734,32250.42,2.52,31011.84,1236.06
2005-09-09,Main Lake Central,358338,13,0,32250.42,1.17,32249.25,0
2005-09-17,Main Lake Central,358338,6,14429,32250.42,0.54,30951.27,1298.61
2005-09-25,Main Lake Central,358338,13,0,32250.42,1.17,32249.25,0
2005-10-11,Main Lake Central,358338,4,0,32250.42,0.36,32250.06,0
2005-10-19,Main Lake Central,358338,3,9548,32250.42,0.27,31390.83,859.32
2005-11-04,Main Lake Central,358338,3,8809,32250.42,0.27,31457.34,792.81
2005-11-12,Main Lake Central,358338,3,0,32250.42,0.27,32250.15,0
2005-12-06,Main Lake Central,358338,12,10598,32250.42,1.08,31295.52,953.82
2006-01-07,Main Lake Central,358338,212829,11511,32250.42,19154.61,12059.82,1035.99
2006-02-16,Main Lake Central,358338,170052,0,32250.42,15304.68,16945.74,0
2006-04-05,Main Lake Central,358338,177265,0,32250.42,15953.85,16296.57,0
2006-04-13,Main Lake Central,358338,139584,14211,32250.42,12562.56,18408.87,1278.99
2006-04-21,Main Lake Central,358338,148142,0,32250.42,13332.78,18917.64,0
2006-04-29,Main Lake Central,358338,157932,12884,32250.42,14213.88,16876.98,1159.56
2006-05-07,Main Lake Central,358338,150478,2,32250.42,13543.02,18707.22,0.18
2006-05-15,Main Lake Central,358338,110744,10669,32250.42,9966.96,21323.25,960.21
2006-05-23,Main Lake Central,358338,115963,1,32250.42,10436.67,21813.66,0.09
2006-06-08,Main Lake Central,358338,84109,4,32250.42,7569.81,24680.25,0.36
2006-06-16,Main Lake Central,358338,62883,10512,32250.42,5659.47,25644.87,946.08
2006-07-02,Main Lake Central,358338,40648,11861,32250.42,3658.32,27524.61,1067.49
2006-07-10,Main Lake Central,358338,38789,2,32250.42,3491.01,28759.23,0.18
2006-07-18,Main Lake Central,358338,38157,14117,32250.42,3434.13,27545.76,1270.53
2006-08-03,Main Lake Central,358338,9648,14347,32250.42,868.32,30090.87,1291.23
2006-08-11,Main Lake Central,358338,4891,0,32250.42,440.19,31810.23,0
2006-08-19,Main Lake Central,358338,2619,12409,32250.42,235.71,30897.9,1116.81
2006-08-27,Main Lake Central,358338,2338,0,32250.42,210.42,32040,0
2006-09-20,Main Lake Central,358338,2316,10969,32250.42,208.44,31054.77,987.21
2006-09-28,Main Lake Central,358338,2746,0,32250.42,247.14,32003.28,0
2006-10-06,Main Lake Central,358338,1529,11616,32250.42,137.61,31067.37,1045.44
2006-10-30,Main Lake Central,358338,80665,0,32250.42,7259.85,24990.57,0
2006-11-07,Main Lake Central,358338,49760,7705,32250.42,4478.4,27078.57,693.45
2006-11-23,Main Lake Central,358338,5532,7293,32250.42,497.88,31096.17,656.37
2006-12-01,Main Lake Central,358338,4166,0,32250.42,374.94,31875.48,0
2006-12-25,Main Lake Central,358338,113264,8469,32250.42,10193.76,21294.45,762.21
2007-01-02,Main Lake Central,358338,34227,0,32250.42,3080.43,29169.99,0
2007-01-10,Main Lake Central,358338,136468,11166,32250.42,12282.12,18963.36,1004.94
2007-01-18,Main Lake Central,358338,107705,0,32250.42,9693.45,22556.97,0
2007-02-03,Main Lake Central,358338,53492,0,32250.42,4814.28,27436.14,0
2007-02-19,Main Lake Central,358338,32452,0,32250.42,2920.68,29329.74,0
2007-03-07,Main Lake Central,358338,8876,0,32250.42,798.84,31451.58,0
2007-03-15,Main Lake Central,358338,113109,10148,32250.42,10179.81,21157.29,913.32
2007-03-23,Main Lake Central,358338,95026,0,32250.42,8552.34,23698.08,0
2007-04-08,Main Lake Central,358338,25665,0,32250.42,2309.85,29940.57,0
2007-04-16,Main Lake Central,358338,2739,5469,32250.42,246.51,31511.7,492.21
2007-05-02,Main Lake Central,358338,109048,6353,32250.42,9814.32,21864.33,571.77
2007-05-10,Main Lake Central,358338,83662,5,32250.42,7529.58,24720.39,0.45
2007-05-18,Main Lake Central,358338,34611,8515,32250.42,3114.99,28369.08,766.35
2007-06-03,Main Lake Central,358338,25200,10522,32250.42,2268,29035.44,946.98
2007-06-11,Main Lake Central,358338,15550,0,32250.42,1399.5,30850.92,0
2007-07-05,Main Lake Central,358338,1223,7921,32250.42,110.07,31427.46,712.89
2007-07-29,Main Lake Central,358338,255,0,32250.42,22.95,32227.47,0
2007-08-06,Main Lake Central,358338,123,7805,32250.42,11.07,31536.9,702.45
2007-08-14,Main Lake Central,358338,122,0,32250.42,10.98,32239.44,0
2007-08-22,Main Lake Central,358338,145,8399,32250.42,13.05,31481.46,755.91
2007-08-30,Main Lake Central,358338,153,0,32250.42,13.77,32236.65,0
2007-09-07,Main Lake Central,358338,137,9276,32250.42,12.33,31403.25,834.84
2007-09-15,Main Lake Central,358338,147,0,32250.42,13.23,32237.19,0
2007-09-23,Main Lake Central,358338,132,8035,32250.42,11.88,31515.39,723.15
2007-10-01,Main Lake Central,358338,141,0,32250.42,12.69,32237.73,0
2007-10-25,Main Lake Central,358338,85,5518,32250.42,7.65,31746.15,496.62
2007-11-10,Main Lake Central,358338,156,4515,32250.42,14.04,31830.03,406.35
2007-12-28,Main Lake Central,358338,7427,4081,32250.42,668.43,31214.7,367.29
2008-01-13,Main Lake Central,358338,412,4358,32250.42,37.08,31821.12,392.22
2008-01-29,Main Lake Central,358338,81,5232,32250.42,7.29,31772.25,470.88
2008-02-14,Main Lake Central,358338,13069,6764,32250.42,1176.21,30465.45,608.76
2008-03-01,Main Lake Central,358338,242,9292,32250.42,21.78,31392.36,836.28
2008-03-09,Main Lake Central,358338,103,0,32250.42,9.27,32241.15,0
2008-03-25,Main Lake Central,358338,13,0,32250.42,1.17,32249.25,0
2008-04-10,Main Lake Central,358338,75,0,32250.42,6.75,32243.67,0
2008-04-18,Main Lake Central,358338,32,5858,32250.42,2.88,31720.32,527.22
2008-05-20,Main Lake Central,358338,24,5408,32250.42,2.16,31761.54,486.72
2008-06-05,Main Lake Central,358338,17,5961,32250.42,1.53,31712.4,536.49
2008-06-21,Main Lake Central,358338,85499,7278,32250.42,7694.91,23900.49,655.02
2008-07-07,Main Lake Central,358338,4085,9976,32250.42,367.65,30984.93,897.84
2008-07-23,Main Lake Central,358338,8,13167,32250.42,0.72,31064.67,1185.03
2008-08-08,Main Lake Central,358338,10,11108,32250.42,0.9,31249.8,999.72
2008-08-24,Main Lake Central,358338,20,9387,32250.42,1.8,31403.79,844.83
2008-09-01,Main Lake Central,358338,10,0,32250.42,0.9,32249.52,0
2008-09-09,Main Lake Central,358338,15,8062,32250.42,1.35,31523.49,725.58
2008-09-17,Main Lake Central,358338,15,0,32250.42,1.35,32249.07,0
2008-09-25,Main Lake Central,358338,10,7034,32250.42,0.9,31616.46,633.06
2008-10-03,Main Lake Central,358338,12,0,32250.42,1.08,32249.34,0
2008-10-27,Main Lake Central,358338,1,5554,32250.42,0.09,31750.47,499.86
2008-11-04,Main Lake Central,358338,19,0,32250.42,1.71,32248.71,0
2008-11-12,Main Lake Central,358338,2,4989,32250.42,0.18,31801.23,449.01
2008-11-20,Main Lake Central,358338,9,0,32250.42,0.81,32249.61,0
2008-11-28,Main Lake Central,358338,137318,5127,32250.42,12358.62,19430.37,461.43
2008-12-14,Main Lake Central,358338,45612,5181,32250.42,4105.08,27679.05,466.29
2008-12-30,Main Lake Central,358338,40447,5982,32250.42,3640.23,28071.81,538.38
2009-01-07,Main Lake Central,358338,19866,0,32250.42,1787.94,30462.48,0
2009-01-23,Main Lake Central,358338,7988,0,32250.42,718.92,31531.5,0
2009-02-24,Main Lake Central,358338,2216,0,32250.42,199.44,32050.98,0
2009-03-04,Main Lake Central,358338,233078,8421,32250.42,20977.02,10515.51,757.89
2009-03-12,Main Lake Central,358338,169272,0,32250.42,15234.48,17015.94,0
2009-03-20,Main Lake Central,358338,130232,6712,32250.42,11720.88,19925.46,604.08
2009-03-28,Main Lake Central,358338,121758,0,32250.42,10958.22,21292.2,0
2009-04-29,Main Lake Central,358338,33889,1,32250.42,3050.01,29200.32,0.09
2009-05-23,Main Lake Central,358338,8476,4187,32250.42,762.84,31110.75,376.83
2009-06-08,Main Lake Central,358338,527,4676,32250.42,47.43,31782.15,420.84
