date,site,pxct,pxin,pxna,toha,inha,drha,naha
2016-01-03,Main Lake East,391111,16,69271,35199.99,1.44,28964.16,6234.39
2016-01-11,Main Lake East,391111,62,0,35199.99,5.58,35194.41,0
2016-02-12,Main Lake East,391111,62359,0,35199.99,5612.31,29587.68,0
2016-02-28,Main Lake East,391111,20863,0,35199.99,1877.67,33322.32,0
2016-03-31,Main Lake East,391111,9111,0,35199.99,819.99,34380,0
2016-04-16,Main Lake East,391111,3103,0,35199.99,279.27,34920.72,0
2016-06-03,Main Lake East,391111,2140,0,35199.99,192.6,35007.39,0
2016-06-19,Main Lake East,391111,2427,0,35199.99,218.43,34981.56,0
2016-08-22,Main Lake East,391111,3102,0,35199.99,279.18,34920.81,0
2016-09-07,Main Lake East,391111,1283,0,35199.99,115.47,35084.52,0
2016-09-23,Main Lake East,391111,766,0,35199.99,68.94,35131.05,0
2016-10-25,Main Lake East,391111,5,0,35199.99,0.45,35199.54,0
2016-11-10,Main Lake East,391111,2,0,35199.99,0.18,35199.81,0
2016-11-26,Main Lake East,391111,0,0,35199.99,0,35199.99,0
2016-12-28,Main Lake East,391111,1,0,35199.99,0.09,35199.9,0
2017-01-29,Main Lake East,391111,97316,0,35199.99,8758.44,26441.55,0
2017-02-14,Main Lake East,391111,69953,0,35199.99,6295.77,28904.22,0
2017-03-02,Main Lake East,391111,27502,0,35199.99,2475.18,32724.81,0
2017-05-21,Main Lake East,391111,84366,0,35199.99,7592.94,27607.05,0
2017-06-06,Main Lake East,391111,73534,0,35199.99,6618.06,28581.93,0
2017-07-08,Main Lake East,391111,56060,0,35199.99,5045.4,30154.59,0
2017-07-24,Main Lake East,391111,44164,0,35199.99,3974.76,31225.23,0
2017-10-12,Main Lake East,391111,9238,0,35199.99,831.42,34368.57,0
2017-10-28,Main Lake East,391111,5429,0,35199.99,488.61,34711.38,0
2017-11-13,Main Lake East,391111,1899,0,35199.99,170.91,35029.08,0
2017-11-29,Main Lake East,391111,520,0,35199.99,46.8,35153.19,0
2017-12-15,Main Lake East,391111,11018,0,35199.99,991.62,34208.37,0
2018-03-21,Main Lake East,391111,32938,0,35199.99,2964.42,32235.57,0
2018-04-06,Main Lake East,391111,14867,0,35199.99,1338.03,33861.96,0
2018-05-08,Main Lake East,391111,2491,0,35199.99,224.19,34975.8,0
2018-05-24,Main Lake East,391111,2337,0,35199.99,210.33,34989.66,0
2018-06-25,Main Lake East,391111,1393,0,35199.99,125.37,35074.62,0
2018-07-11,Main Lake East,391111,950,0,35199.99,85.5,35114.49,0
2018-08-12,Main Lake East,391111,185,0,35199.99,16.65,35183.34,0
2018-08-28,Main Lake East,391111,175,0,35199.99,15.75,35184.24,0
2018-09-13,Main Lake East,391111,188,0,35199.99,16.92,35183.07,0
2018-10-15,Main Lake East,391111,110,0,35199.99,9.9,35190.09,0
2018-11-16,Main Lake East,391111,10706,0,35199.99,963.54,34236.45,0
2019-01-19,Main Lake East,391111,37,0,35199.99,3.33,35196.66,0
2019-03-08,Main Lake East,391111,14,0,35199.99,1.26,35198.73,0
2019-04-25,Main Lake East,391111,51,0,35199.99,4.59,35195.4,0
2019-05-11,Main Lake East,391111,43,0,35199.99,3.87,35196.12,0
2019-05-27,Main Lake East,391111,4,0,35199.99,0.36,35199.63,0
2019-06-12,Main Lake East,391111,0,0,35199.99,0,35199.99,0
2019-07-14,Main Lake East,391111,0,0,35199.99,0,35199.99,0
2019-07-30,Main Lake East,391111,0,0,35199.99,0,35199.99,0
2019-08-31,Main Lake East,391111,0,0,35199.99,0,35199.99,0
2019-09-16,Main Lake East,391111,1,0,35199.99,0.09,35199.9,0
1988-01-14,Main Lake West,702161,256,0,63194.49,23.04,63171.45,0
1988-02-15,Main Lake West,702161,8885,0,63194.49,799.65,62394.84,0
1988-03-02,Main Lake West,702161,4134,0,63194.49,372.06,62822.43,0
1988-04-03,Main Lake West,702161,1333,0,63194.49,119.97,63074.52,0
1988-04-19,Main Lake West,702161,661,0,63194.49,59.49,63135,0
1988-05-05,Main Lake West,702161,248407,1,63194.49,22356.63,40837.77,0.09
1988-06-06,Main Lake West,702161,78896,47,63194.49,7100.64,56089.62,4.23
1988-06-22,Main Lake West,702161,67116,51,63194.49,6040.44,57149.46,4.59
1988-07-24,Main Lake West,702161,44885,0,63194.49,4039.65,59154.84,0
1988-08-09,Main Lake West,702161,42595,0,63194.49,3833.55,59360.94,0
1988-08-25,Main Lake West,702161,18717,0,63194.49,1684.53,61509.96,0
1988-09-26,Main Lake West,702161,3156,0,63194.49,284.04,62910.45,0
1988-10-12,Main Lake West,702161,278,0,63194.49,25.02,63169.47,0
1988-12-15,Main Lake West,702161,68,0,63194.49,6.12,63188.37,0
1989-02-01,Main Lake West,702161,281,7,63194.49,25.29,63168.57,0.63
1989-02-17,Main Lake West,702161,131,0,63194.49,11.79,63182.7,0
1989-03-21,Main Lake West,702161,97,0,63194.49,8.73,63185.76,0
1989-04-06,Main Lake West,702161,43,1,63194.49,3.87,63190.53,0.09
1989-05-08,Main Lake West,702161,2740,0,63194.49,246.6,62947.89,0
1989-06-09,Main Lake West,702161,1203,0,63194.49,108.27,63086.22,0
1989-06-25,Main Lake West,702161,143220,76,63194.49,12889.8,50297.85,6.84
1989-07-11,Main Lake West,702161,73748,44,63194.49,6637.32,56553.21,3.96
1989-07-27,Main Lake West,702161,47643,0,63194.49,4287.87,58906.62,0
1989-08-12,Main Lake West,702161,50351,0,63194.49,4531.59,58662.9,0
1989-08-28,Main Lake West,702161,28968,0,63194.49,2607.12,60587.37,0
1989-09-13,Main Lake West,702161,26237,0,63194.49,2361.33,60833.16,0
1989-10-15,Main Lake West,702161,350,0,63194.49,31.5,63162.99,0
1989-12-02,Main Lake West,702161,2351,0,63194.49,211.59,62982.9,0
1990-02-20,Main Lake West,702161,123100,0,63194.49,11079,52115.49,0
1990-03-08,Main Lake West,702161,5780,0,63194.49,520.2,62674.29,0
1990-03-24,Main Lake West,702161,17149,0,63194.49,1543.41,61651.08,0
1990-05-11,Main Lake West,702161,6537,0,63194.49,588.33,62606.16,0
1990-06-12,Main Lake West,702161,5270,2,63194.49,474.3,62720.01,0.18
1990-07-30,Main Lake West,702161,262,0,63194.49,23.58,63170.91,0
1990-08-15,Main Lake West,702161,233,0,63194.49,20.97,63173.52,0
1990-08-31,Main Lake West,702161,245,0,63194.49,22.05,63172.44,0
1990-09-16,Main Lake West,702161,126,0,63194.49,11.34,63183.15,0
1990-11-03,Main Lake West,702161,14,0,63194.49,1.26,63193.23,0
1990-12-21,Main Lake West,702161,4,0,63194.49,0.36,63194.13,0
1991-01-06,Main Lake West,702161,2,0,63194.49,0.18,63194.31,0
1991-03-11,Main Lake West,702161,0,0,63194.49,0,63194.49,0
1991-04-12,Main Lake West,702161,0,0,63194.49,0,63194.49,0
1991-05-14,Main Lake West,702161,244,0,63194.49,21.96,63172.53,0
1991-06-15,Main Lake West,702161,442643,290,63194.49,39837.87,23330.52,26.1
1991-07-01,Main Lake West,702161,146569,110,63194.49,13191.21,49993.38,9.9
1991-07-17,Main Lake West,702161,85628,21,63194.49,7706.52,55486.08,1.89
1991-08-18,Main Lake West,702161,90712,0,63194.49,8164.08,55030.41,0
1991-09-03,Main Lake West,702161,58213,0,63194.49,5239.17,57955.32,0
1991-09-19,Main Lake West,702161,46781,0,63194.49,4210.29,58984.2,0
1991-10-05,Main Lake West,702161,32995,0,63194.49,2969.55,60224.94,0
1991-10-21,Main Lake West,702161,14855,0,63194.49,1336.95,61857.54,0
1991-11-06,Main Lake West,702161,1800,0,63194.49,162,63032.49,0
1991-11-22,Main Lake West,702161,99,0,63194.49,8.91,63185.58,0
1991-12-08,Main Lake West,702161,14,0,63194.49,1.26,63193.23,0
1991-12-24,Main Lake West,702161,1,0,63194.49,0.09,63194.4,0
1992-01-09,Main Lake West,702161,6,0,63194.49,0.54,63193.95,0
1992-02-10,Main Lake West,702161,5636,0,63194.49,507.24,62687.25,0
1992-02-26,Main Lake West,702161,635,0,63194.49,57.15,63137.34,0
1992-05-16,Main Lake West,702161,322091,0,63194.49,28988.19,34206.3,0
1992-07-19,Main Lake West,702161,213894,56,63194.49,19250.46,43938.99,5.04
1992-08-04,Main Lake West,702161,138903,0,63194.49,12501.27,50693.22,0
1992-08-20,Main Lake West,702161,201494,0,63194.49,18134.46,45060.03,0
1992-10-23,Main Lake West,702161,118962,0,63194.49,10706.58,52487.91,0
1992-11-08,Main Lake West,702161,79135,0,63194.49,7122.15,56072.34,0
1992-11-24,Main Lake West,702161,41679,0,63194.49,3751.11,59443.38,0
1993-01-11,Main Lake West,702161,6930,0,63194.49,623.7,62570.79,0
1993-01-27,Main Lake West,702161,4093,0,63194.49,368.37,62826.12,0
1993-02-12,Main Lake West,702161,5174,0,63194.49,465.66,62728.83,0
1993-02-28,Main Lake West,702161,1716,0,63194.49,154.44,63040.05,0
1993-04-01,Main Lake West,702161,751,0,63194.49,67.59,63126.9,0
1993-04-17,Main Lake West,702161,2302,0,63194.49,207.18,62987.31,0
1993-05-03,Main Lake West,702161,417552,0,63194.49,37579.68,25614.81,0
1993-06-04,Main Lake West,702161,4518,0,63194.49,406.62,62787.87,0
1993-08-23,Main Lake West,702161,11004,0,63194.49,990.36,62204.13,0
1993-09-08,Main Lake West,702161,700,0,63194.49,63,63131.49,0
1993-10-26,Main Lake West,702161,179,0,63194.49,16.11,63178.38,0
1993-11-11,Main Lake West,702161,125,0,63194.49,11.25,63183.24,0
1993-11-27,Main Lake West,702161,45,0,63194.49,4.05,63190.44,0
1994-01-30,Main Lake West,702161,5902,0,63194.49,531.18,62663.31,0
1994-03-03,Main Lake West,702161,315389,0,63194.49,28385.01,34809.48,0
1994-04-20,Main Lake West,702161,2790,0,63194.49,251.1,62943.39,0
1994-05-06,Main Lake West,702161,2155,0,63194.49,193.95,63000.54,0
1994-05-22,Main Lake West,702161,1698,0,63194.49,152.82,63041.67,0
1994-06-07,Main Lake West,702161,825,0,63194.49,74.25,63120.24,0
1994-06-23,Main Lake West,702161,336,0,63194.49,30.24,63164.25,0
1994-07-25,Main Lake West,702161,184,0,63194.49,16.56,63177.93,0
1994-08-10,Main Lake West,702161,121,0,63194.49,10.89,63183.6,0
1994-08-26,Main Lake West,702161,89,0,63194.49,8.01,63186.48,0
1994-09-11,Main Lake West,702161,63,0,63194.49,5.67,63188.82,0
1994-10-13,Main Lake West,702161,65,0,63194.49,5.85,63188.64,0
1994-11-14,Main Lake West,702161,15,0,63194.49,1.35,63193.14,0
1994-11-30,Main Lake West,702161,7,0,63194.49,0.63,63193.86,0
1995-01-17,Main Lake West,702161,170597,0,63194.49,15353.73,47840.76,0
1995-02-02,Main Lake West,702161,377199,0,63194.49,33947.91,29246.58,0
1995-05-09,Main Lake West,702161,331275,36,63194.49,29814.75,33376.5,3.24
1995-06-26,Main Lake West,702161,126152,414,63194.49,11353.68,51803.55,37.26
1995-08-29,Main Lake West,702161,109266,1,63194.49,9833.94,53360.46,0.09
1995-09-30,Main Lake West,702161,47082,0,63194.49,4237.38,58957.11,0
1995-10-16,Main Lake West,702161,97677,0,63194.49,8790.93,54403.56,0
1996-02-21,Main Lake West,702161,12336,0,63194.49,1110.24,62084.25,0
1996-04-09,Main Lake West,702161,21258,1,63194.49,1913.22,61281.18,0.09
1996-04-25,Main Lake West,702161,68934,3,63194.49,6204.06,56990.16,0.27
1996-08-15,Main Lake West,702161,17273,0,63194.49,1554.57,61639.92,0
1996-08-31,Main Lake West,702161,8629,0,63194.49,776.61,62417.88,0
1996-09-16,Main Lake West,702161,732,0,63194.49,65.88,63128.61,0
1996-10-18,Main Lake West,702161,300,0,63194.49,27,63167.49,0
1996-11-03,Main Lake West,702161,188,0,63194.49,16.92,63177.57,0
1996-11-19,Main Lake West,702161,96,0,63194.49,8.64,63185.85,0
1996-12-05,Main Lake West,702161,76,0,63194.49,6.84,63187.65,0
1997-01-06,Main Lake West,702161,3331,0,63194.49,299.79,62894.7,0
1997-01-22,Main Lake West,702161,167166,0,63194.49,15044.94,48149.55,0
1997-02-23,Main Lake West,702161,425751,0,63194.49,38317.59,24876.9,0
1997-03-11,Main Lake West,702161,130980,0,63194.49,11788.2,51406.29,0
1997-03-27,Main Lake West,702161,73572,0,63194.49,6621.48,56573.01,0
1997-07-01,Main Lake West,702161,130636,196,63194.49,11757.24,51419.61,17.64
1997-07-17,Main Lake West,702161,154630,218,63194.49,13916.7,49258.17,19.62
1997-09-03,Main Lake West,702161,131932,0,63194.49,11873.88,51320.61,0
1997-09-19,Main Lake West,702161,44306,0,63194.49,3987.54,59206.95,0
1997-10-05,Main Lake West,702161,36235,0,63194.49,3261.15,59933.34,0
1997-11-22,Main Lake West,702161,3703,0,63194.49,333.27,62861.22,0
1997-12-08,Main Lake West,702161,135,0,63194.49,12.15,63182.34,0
1997-12-24,Main Lake West,702161,272,0,63194.49,24.48,63170.01,0
1998-01-09,Main Lake West,702161,10017,0,63194.49,901.53,62292.96,0
1998-01-25,Main Lake West,702161,590,0,63194.49,53.1,63141.39,0
1998-02-10,Main Lake West,702161,534,0,63194.49,48.06,63146.43,0
1998-03-30,Main Lake West,702161,199,0,63194.49,17.91,63176.58,0
1998-05-17,Main Lake West,702161,31005,0,63194.49,2790.45,60404.04,0
1998-07-20,Main Lake West,702161,45643,2,63194.49,4107.87,59086.44,0.18
1998-08-21,Main Lake West,702161,26715,0,63194.49,2404.35,60790.14,0
1998-09-06,Main Lake West,702161,6873,0,63194.49,618.57,62575.92,0
1998-09-22,Main Lake West,702161,3941,0,63194.49,354.69,62839.8,0
1998-10-08,Main Lake West,702161,423,0,63194.49,38.07,63156.42,0
1998-10-24,Main Lake West,702161,307,0,63194.49,27.63,63166.86,0
1998-11-09,Main Lake West,702161,170,0,63194.49,15.3,63179.19,0
1998-12-27,Main Lake West,702161,51599,0,63194.49,4643.91,58550.58,0
1999-01-12,Main Lake West,702161,389319,0,63194.49,35038.71,28155.78,0
1999-03-01,Main Lake West,702161,405547,0,63194.49,36499.23,26695.26,0
1999-04-18,Main Lake West,702161,385830,33,63194.49,34724.7,28466.82,2.97
1999-06-05,Main Lake West,702161,156463,12,63194.49,14081.67,49111.74,1.08
1999-06-21,Main Lake West,702161,100036,87,63194.49,9003.24,54183.42,7.83
1999-07-15,Main Lake West,702161,80050,1,63194.49,7204.5,55989.9,0.09
1999-07-23,Main Lake West,702161,123807,11,63194.49,11142.63,52050.87,0.99
1999-08-08,Main Lake West,702161,100539,3,63194.49,9048.51,54145.71,0.27
1999-08-16,Main Lake West,702161,90091,5,63194.49,8108.19,55085.85,0.45
1999-08-24,Main Lake West,702161,74173,0,63194.49,6675.57,56518.92,0
1999-09-17,Main Lake West,702161,43626,0,63194.49,3926.34,59268.15,0
1999-10-03,Main Lake West,702161,29366,0,63194.49,2642.94,60551.55,0
1999-10-19,Main Lake West,702161,35891,0,63194.49,3230.19,59964.3,0
1999-11-20,Main Lake West,702161,74393,0,63194.49,6695.37,56499.12,0
2000-04-12,Main Lake West,702161,349221,3,63194.49,31429.89,31764.33,0.27
2000-05-14,Main Lake West,702161,142273,1,63194.49,12804.57,50389.83,0.09
2000-05-30,Main Lake West,702161,182193,2,63194.49,16397.37,46796.94,0.18
2000-06-15,Main Lake West,702161,131749,10,63194.49,11857.41,51336.18,0.9
2000-07-01,Main Lake West,702161,120390,11,63194.49,10835.1,52358.4,0.99
2000-08-02,Main Lake West,702161,61848,1,63194.49,5566.32,57628.08,0.09
2000-08-18,Main Lake West,702161,64717,2,63194.49,5824.53,57369.78,0.18
2000-10-21,Main Lake West,702161,17332,0,63194.49,1559.88,61634.61,0
2000-11-06,Main Lake West,702161,4969,0,63194.49,447.21,62747.28,0
2000-12-24,Main Lake West,702161,1358,0,63194.49,122.22,63072.27,0
2001-03-14,Main Lake West,702161,398923,1,63194.49,35903.07,27291.33,0.09
2001-04-15,Main Lake West,702161,84455,0,63194.49,7600.95,55593.54,0
2001-05-17,Main Lake West,702161,191447,1,63194.49,17230.23,45964.17,0.09
2001-07-04,Main Lake West,702161,76034,0,63194.49,6843.06,56351.43,0
2001-08-05,Main Lake West,702161,82505,0,63194.49,7425.45,55769.04,0
2001-08-21,Main Lake West,702161,62449,1,63194.49,5620.41,57573.99,0.09
2001-09-06,Main Lake West,702161,40011,0,63194.49,3600.99,59593.5,0
2001-10-24,Main Lake West,702161,76971,0,63194.49,6927.39,56267.1,0
2001-11-09,Main Lake West,702161,134399,0,63194.49,12095.91,51098.58,0
2001-11-25,Main Lake West,702161,64171,0,63194.49,5775.39,57419.1,0
2001-12-27,Main Lake West,702161,54128,0,63194.49,4871.52,58322.97,0
2002-05-04,Main Lake West,702161,120329,1,63194.49,10829.61,52364.79,0.09
2002-06-21,Main Lake West,702161,113744,5,63194.49,10236.96,52957.08,0.45
2002-07-07,Main Lake West,702161,72946,2,63194.49,6565.14,56629.17,0.18
2002-07-23,Main Lake West,702161,47278,0,63194.49,4255.02,58939.47,0
2002-08-08,Main Lake West,702161,39732,0,63194.49,3575.88,59618.61,0
2002-08-24,Main Lake West,702161,37792,0,63194.49,3401.28,59793.21,0
2002-09-25,Main Lake West,702161,6973,0,63194.49,627.57,62566.92,0
2002-10-11,Main Lake West,702161,17751,0,63194.49,1597.59,61596.9,0
2002-11-12,Main Lake West,702161,14612,0,63194.49,1315.08,61879.41,0
2002-12-30,Main Lake West,702161,238770,0,63194.49,21489.3,41705.19,0
2003-01-31,Main Lake West,702161,458027,0,63194.49,41222.43,21972.06,0
2003-04-21,Main Lake West,702161,345706,1,63194.49,31113.54,32080.86,0.09
2003-05-07,Main Lake West,702161,223998,5,63194.49,20159.82,43034.22,0.45
2003-05-23,Main Lake West,702161,140614,1,63194.49,12655.26,50539.14,0.09
2003-07-02,Main Lake West,702161,77378,95,63194.49,6964.02,56221.92,8.55
2003-07-18,Main Lake West,702161,108897,3,63194.49,9800.73,53393.49,0.27
2003-07-26,Main Lake West,702161,65550,139610,63194.49,5899.5,44730.09,12564.9
2003-08-03,Main Lake West,702161,69743,0,63194.49,6276.87,56917.62,0
2003-08-27,Main Lake West,702161,51385,137778,63194.49,4624.65,46169.82,12400.02
2003-09-04,Main Lake West,702161,69632,0,63194.49,6266.88,56927.61,0
2003-09-20,Main Lake West,702161,48894,0,63194.49,4400.46,58794.03,0
2003-10-06,Main Lake West,702161,16126,0,63194.49,1451.34,61743.15,0
2003-10-14,Main Lake West,702161,8247,132698,63194.49,742.23,50509.44,11942.82
2003-12-01,Main Lake West,702161,6012,132068,63194.49,541.08,50767.29,11886.12
2003-12-09,Main Lake West,702161,5165,0,63194.49,464.85,62729.64,0
2003-12-17,Main Lake West,702161,2999,132118,63194.49,269.91,51033.96,11890.62
2003-12-25,Main Lake West,702161,3345,0,63194.49,301.05,62893.44,0
2004-01-10,Main Lake West,702161,2745,0,63194.49,247.05,62947.44,0
2004-01-26,Main Lake West,702161,38618,0,63194.49,3475.62,59718.87,0
2004-02-03,Main Lake West,702161,2615,135158,63194.49,235.35,50794.92,12164.22
2004-02-11,Main Lake West,702161,9418,0,63194.49,847.62,62346.87,0
2004-03-14,Main Lake West,702161,36577,0,63194.49,3291.93,59902.56,0
2004-03-22,Main Lake West,702161,21813,133333,63194.49,1963.17,49231.35,11999.97
2004-04-15,Main Lake West,702161,325210,7,63194.49,29268.9,33924.96,0.63
2004-05-01,Main Lake West,702161,145158,0,63194.49,13064.22,50130.27,0
2004-05-09,Main Lake West,702161,92176,137581,63194.49,8295.84,42516.36,12382.29
2004-06-18,Main Lake West,702161,60512,4,63194.49,5446.08,57748.05,0.36
2004-06-26,Main Lake West,702161,58825,140958,63194.49,5294.25,45214.02,12686.22
2004-07-04,Main Lake West,702161,53301,5,63194.49,4797.09,58396.95,0.45
2004-07-20,Main Lake West,702161,137207,13,63194.49,12348.63,50844.69,1.17
2004-08-05,Main Lake West,702161,43211,4,63194.49,3888.99,59305.14,0.36
2004-08-13,Main Lake West,702161,31792,142711,63194.49,2861.28,47489.22,12843.99
2004-08-21,Main Lake West,702161,35879,0,63194.49,3229.11,59965.38,0
2004-08-29,Main Lake West,702161,23475,139726,63194.49,2112.75,48506.4,12575.34
2004-09-22,Main Lake West,702161,1840,0,63194.49,165.6,63028.89,0
2004-09-30,Main Lake West,702161,1979,136018,63194.49,178.11,50774.76,12241.62
2004-10-08,Main Lake West,702161,1614,0,63194.49,145.26,63049.23,0
2004-10-16,Main Lake West,702161,319,133077,63194.49,28.71,51188.85,11976.93
2004-10-24,Main Lake West,702161,371,0,63194.49,33.39,63161.1,0
2004-11-17,Main Lake West,702161,429,134525,63194.49,38.61,51048.63,12107.25
2004-12-03,Main Lake West,702161,361,132761,63194.49,32.49,51213.51,11948.49
2004-12-19,Main Lake West,702161,287,134606,63194.49,25.83,51054.12,12114.54
2005-01-04,Main Lake West,702161,3197,134418,63194.49,287.73,50809.14,12097.62
2005-01-12,Main Lake West,702161,2780,0,63194.49,250.2,62944.29,0
2005-01-28,Main Lake West,702161,2948,0,63194.49,265.32,62929.17,0
2005-02-05,Main Lake West,702161,117,139944,63194.49,10.53,50589,12594.96
2005-02-13,Main Lake West,702161,384,0,63194.49,34.56,63159.93,0
2005-02-21,Main Lake West,702161,16,135415,63194.49,1.44,51005.7,12187.35
2005-03-17,Main Lake West,702161,75,0,63194.49,6.75,63187.74,0
2005-03-25,Main Lake West,702161,37,137415,63194.49,3.33,50823.81,12367.35
2005-04-10,Main Lake West,702161,24,143879,63194.49,2.16,50243.22,12949.11
2005-04-18,Main Lake West,702161,81,0,63194.49,7.29,63187.2,0
2005-04-26,Main Lake West,702161,15,146511,63194.49,1.35,50007.15,13185.99
2005-06-05,Main Lake West,702161,8,0,63194.49,0.72,63193.77,0
2005-06-21,Main Lake West,702161,7,0,63194.49,0.63,63193.86,0
2005-07-15,Main Lake West,702161,49455,142241,63194.49,4450.95,45941.85,12801.69
2005-07-23,Main Lake West,702161,3476,0,63194.49,312.84,62881.65,0
2005-07-31,Main Lake West,702161,713,139698,63194.49,64.17,50557.5,12572.82
2005-08-08,Main Lake West,702161,655,0,63194.49,58.95,63135.54,0
2005-09-01,Main Lake West,702161,42966,143386,63194.49,3866.94,46422.81,12904.74
2005-09-09,Main Lake West,702161,19454,0,63194.49,1750.86,61443.63,0
2005-09-17,Main Lake West,702161,11046,144736,63194.49,994.14,49174.11,13026.24
2005-09-25,Main Lake West,702161,770,0,63194.49,69.3,63125.19,0
2005-10-11,Main Lake West,702161,361,0,63194.49,32.49,63162,0
2005-10-19,Main Lake West,702161,279,133970,63194.49,25.11,51112.08,12057.3
2005-11-04,Main Lake West,702161,140,131520,63194.49,12.6,51345.09,11836.8
2005-11-12,Main Lake West,702161,95,0,63194.49,8.55,63185.94,0
2005-12-06,Main Lake West,702161,77,136560,63194.49,6.93,50897.16,12290.4
2006-01-07,Main Lake West,702161,341409,138423,63194.49,30726.81,20009.61,12458.07
2006-02-16,Main Lake West,702161,352771,0,63194.49,31749.39,31445.1,0
2006-04-05,Main Lake West,702161,531389,0,63194.49,47825.01,15369.48,0
2006-04-13,Main Lake West,702161,269798,144095,63194.49,24281.82,25944.12,12968.55
2006-04-21,Main Lake West,702161,265489,0,63194.49,23894.01,39300.48,0
2006-04-29,Main Lake West,702161,137930,141701,63194.49,12413.7,38027.7,12753.09
2006-05-07,Main Lake West,702161,130563,7,63194.49,11750.67,51443.19,0.63
2006-05-15,Main Lake West,702161,86418,136485,63194.49,7777.62,43133.22,12283.65
2006-05-23,Main Lake West,702161,127572,3,63194.49,11481.48,51712.74,0.27
2006-06-08,Main Lake West,702161,101152,5,63194.49,9103.68,54090.36,0.45
2006-06-16,Main Lake West,702161,82712,135911,63194.49,7444.08,43518.42,12231.99
2006-07-02,Main Lake West,702161,50220,139076,63194.49,4519.8,46157.85,12516.84
2006-07-10,Main Lake West,702161,65353,3,63194.49,5881.77,57312.45,0.27
2006-07-18,Main Lake West,702161,84447,143837,63194.49,7600.23,42648.93,12945.33
2006-08-03,Main Lake West,702161,41267,144277,63194.49,3714.03,46495.53,12984.93
2006-08-11,Main Lake West,702161,46415,0,63194.49,4177.35,59017.14,0
2006-08-19,Main Lake West,702161,32652,140402,63194.49,2938.68,47619.63,12636.18
2006-08-27,Main Lake West,702161,39197,0,63194.49,3527.73,59666.76,0
2006-09-20,Main Lake West,702161,10465,136410,63194.49,941.85,49975.74,12276.9
2006-09-28,Main Lake West,702161,8136,0,63194.49,732.24,62462.25,0
2006-10-06,Main Lake West,702161,4377,138099,63194.49,393.93,50371.65,12428.91
2006-10-30,Main Lake West,702161,57570,0,63194.49,5181.3,58013.19,0
2006-11-07,Main Lake West,702161,14246,126260,63194.49,1282.14,50548.95,11363.4
2006-11-23,Main Lake West,702161,233,124198,63194.49,20.97,51995.7,11177.82
2006-12-01,Main Lake West,702161,195,0,63194.49,17.55,63176.94,0
2006-12-25,Main Lake West,702161,57442,129566,63194.49,5169.78,46363.77,11660.94
2007-01-02,Main Lake West,702161,45658,0,63194.49,4109.22,59085.27,0
2007-01-10,Main Lake West,702161,166369,137120,63194.49,14973.21,35880.48,12340.8
2007-01-18,Main Lake West,702161,125674,0,63194.49,11310.66,51883.83,0
2007-02-03,Main Lake West,702161,79221,0,63194.49,7129.89,56064.6,0
2007-02-19,Main Lake West,702161,48169,0,63194.49,4335.21,58859.28,0
2007-03-07,Main Lake West,702161,22019,0,63194.49,1981.71,61212.78,0
2007-03-15,Main Lake West,702161,236038,134346,63194.49,21243.42,29859.93,12091.14
2007-03-23,Main Lake West,702161,130365,0,63194.49,11732.85,51461.64,0
2007-04-08,Main Lake West,702161,148266,0,63194.49,13343.94,49850.55,0
2007-04-16,Main Lake West,702161,59365,127620,63194.49,5342.85,46365.84,11485.8
2007-05-02,Main Lake West,702161,110699,131539,63194.49,9962.91,41393.07,11838.51
2007-05-10,Main Lake West,702161,117695,0,63194.49,10592.55,52601.94,0
2007-05-18,Main Lake West,702161,60580,134780,63194.49,5452.2,45612.09,12130.2
2007-06-03,Main Lake West,702161,57365,139301,63194.49,5162.85,45494.55,12537.09
2007-06-11,Main Lake West,702161,63889,0,63194.49,5750.01,57444.48,0
2007-07-05,Main Lake West,702161,33448,134408,63194.49,3010.32,48087.45,12096.72
2007-07-29,Main Lake West,702161,33781,0,63194.49,3040.29,60154.2,0
2007-08-06,Main Lake West,702161,26353,133915,63194.49,2371.77,48770.37,12052.35
2007-08-14,Main Lake West,702161,31190,0,63194.49,2807.1,60387.39,0
2007-08-22,Main Lake West,702161,16876,135309,63194.49,1518.84,49497.84,12177.81
2007-08-30,Main Lake West,702161,16222,0,63194.49,1459.98,61734.51,0
2007-09-07,Main Lake West,702161,8285,137352,63194.49,745.65,50087.16,12361.68
2007-09-15,Main Lake West,702161,7297,0,63194.49,656.73,62537.76,0
2007-09-23,Main Lake West,702161,3890,134124,63194.49,350.1,50773.23,12071.16
2007-10-01,Main Lake West,702161,3841,0,63194.49,345.69,62848.8,0
2007-10-25,Main Lake West,702161,106,126936,63194.49,9.54,51760.71,11424.24
2007-11-10,Main Lake West,702161,755,123141,63194.49,67.95,52043.85,11082.69
2007-12-28,Main Lake West,702161,2183,119786,63194.49,196.47,52217.28,10780.74
2008-01-13,Main Lake West,702161,451,122788,63194.49,40.59,52102.98,11050.92
2008-01-21,Main Lake West,702161,417,0,63194.49,37.53,63156.96,0
2008-01-29,Main Lake West,702161,107,126845,63194.49,9.63,51768.81,11416.05
2008-02-14,Main Lake West,702161,14406,132004,63194.49,1296.54,50017.59,11880.36
2008-03-01,Main Lake West,702161,1665,137001,63194.49,149.85,50714.55,12330.09
2008-03-09,Main Lake West,702161,1311,0,63194.49,117.99,63076.5,0
2008-04-10,Main Lake West,702161,294,0,63194.49,26.46,63168.03,0
